specialization;upper_place;place;address;availability
Pediatria;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Dziecięcy;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;6
Pediatria;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Garwolinie";Oddział Pediatryczny;ul. Lubelska 50 08-400 Garwolin;0
Pediatria;"Samodzielny Zespół Publicznych Zakładów Opieki
Zdrowotnej im. Dzieci Warszawy w Dziekanowie Leśnym";Kliniczny Oddział Pediatrii;"ul. Marii Konopnickiej 65 05-092
Dziekanów Leśny";0
Pediatria;"Samodzielny Publiczny Zakład Opieki Zdrowotnej - Zespół
Zakładów";Oddział Pediatryczny;"ul. Wincentego Witosa 2 06-200
Maków Mazowiecki";2
Pediatria;"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II";Oddział Pediatryczny;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";0
Pediatria;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Kozienicach";Oddział Pediatryczny;"ul. Aleja Władysława Sikorskiego 10
26-900 Kozienice";1
Pediatria;"Nowodworskie Centrum Medyczne w Nowym Dworze
Mazowieckim";Oddział Dziecięcy (pediatryczny);"ul. Miodowa 2 05-100 Nowy Dwór
Mazowiecki";1
Pediatria;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";Oddział Dziecięcy;"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";4
Pediatria;"Samodzielny Publiczny Zespół Opieki Zdrowotnej w
Mińsku Mazowieckim";Oddział Dziecięcy;"ul. Szpitalna 37 05-300 Mińsk
Mazowiecki";0
Pediatria;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Mławie";Oddział Pediatryczny;ul. Anny Dobrskiej 1 06-500 Mława;2
Pediatria;Wojewódzki Szpital Zespolony;Oddział Dziecięcy;ul. Medyczna 19 09-400 Płock;5
Pediatria;"SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI
ZDROWOTNEJ IM.MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W
PŁOŃSKU";Oddział Dziecięcy;"ul. Henryka Sienkiewicza 7 09-100
Płońsk";0
Pediatria;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Ostrowi Mazowieckiej";Oddział Pediatryczny;"ul. Stanisława Duboisa 68 07-300
Ostrów Mazowiecka";1
Pediatria;"""EMC PIASECZNO"" SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"NIEPUBLICZNY ZAKŁAD OPIEKI
ZDROWOTNEJ SZPITAL ŚW. ANNY
W PIASECZNIE Oddział Pediatrii";ul. Mickiewicza 39 05-500 Piaseczno;0
Pediatria;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Oddział Dziecięcy;"ul. Adolfa Tochtermana 1 26-610
Radom";2
Pediatria;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Dziecięcy";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";2
Pediatria;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Przasnyszu";Oddział Dziecięcy;ul. Sadowa 9 06-300 Przasnysz;3
Pediatria;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Kliniczny Oddział Pediatrii;"ul. Juliana Aleksandrowicza 5 26-617
Radom";1
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Pediatrii, Żywienia i
Chorób Metabolicznych";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Endokrynologii i
Diabetologii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";5
Pediatria;"Zespół Opieki Zdrowotnej ""Szpitala Powiatowego"" w
Sochaczewie";Oddział Pediatryczny;ul. Batalionów Chłopskich 3/7 96-500 Sochaczew;2
Pediatria;"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W SOKOŁOWIE PODLASKIM";Oddział Pediatryczny;"ul. Księdza Bosco 5 08-300 Sokołów
Podlaski";2
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Onkologii;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";2
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Neonatologii, Patologii i
Intensywnej Terapii Noworodka i
Niemowlęcia";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";6
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Gastroenterologii,
Hepatologii, Zaburzeń Odżywiania
i Pediatrii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Immunologii;"ul. Aleja Dzieci Polskich 20 04-736
Warszawa";3
Pediatria;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Klinika Pediatrii CMKP - Oddział
Pediatryczny";ul. Cegłowska 80 01-809 Warszawa;0
Pediatria;Instytut Matki i Dziecka;"Klinika Wrodzonych Wad
metabolizmu i Pediatrii";"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Neurologii i Epileptologii;"ul. Aleja Dzieci Polskich 20 04-736
Warszawa";3
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Nefrologii, Transplantacji
Nerek i Nadciśnienia Tętniczego";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";1
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Pediatrii wraz z
Pododdziałem Patologii
Noworodka i Pododdziałem
Dziennym";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Nefrologii i
Pediatrii wraz z Pododdziałem
Niemowlęcym";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Pediatria;"Warszawski Szpital dla Dzieci - Samodzielny Publiczny
Zakład Opieki Zdrowotnej";Oddział Pediatryczny;"ul. Mikołaja Kopernika 43 00-328
Warszawa";0
Pediatria;"Szpital Specjalistyczny im. Świętej Rodziny Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Pediatrii;"ul. Antoniego Józefa Madalińskiego
25 02-544 Warszawa";0
Pediatria;"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";"Oddział Patologii Noworodka i
Niemowlęcia";"ul. Niekłańska 4/24 03-924
Warszawa";4
Pediatria;"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";Oddział Alergologiczny;"ul. Niekłańska 4/24 03-924
Warszawa";0
Pediatria;"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";"Oddział pediatryczny w tym
pediatria w trybie jednodniowym";"ul. Niekłańska 4/24 03-924
Warszawa";0
Pediatria;Szpital Matki Bożej Nieustającej Pomocy w Wołominie;Oddział Pediatryczny;ul. Gdyńska 1/3 05-200 Wołomin;0
Pediatria;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Wyszkowie";Oddział Pediatryczny;ul. Komisji Edukacji Narodowej 1 07-200 Wyszków;1
Pediatria;Wojewódzki Szpital Zakaźny w Warszawie;"Klinika Chorób Zakaźnych Wieku
Dziecięcego, Oddział XI (Zakaźny
Pediatryczny)";ul. Wolska 37 01-201 Warszawa;0
Pediatria;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Żurominie";Oddział Dziecięcy;ul. Szpitalna 56 09-300 Żuromin;0
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Neurologii i
Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Kliniczny Obserwacyjno-Izolacyjny i Pediatrii;"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Pediatria;"SZPITAL POWIATOWY GAJDA-MED SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Pediatrii;"ul. Teofila Kwiatkowskiego 19 06-102
Pułtusk";1
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Pneumonologii,
Alergologii Wieku Dziecięcego i
Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Pediatria;"PŁOCKI ZAKŁAD OPIEKI ZDROWOTNEJ SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Szpital Świętej Trójcy, Oddział
Pediatryczny";"ul. ul. Tadeusza Kościuszki 28 09-402
Płock";1
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny
Gastroenterologii, Żywienia Dzieci
i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";3
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Diabetologii
Dziecięcej i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Endokrynologii i
Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";2
Pediatria;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Kardiologii;"ul. Aleja Dzieci Polskich 20 04-736
Warszawa";1
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Kardiologii i
Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Pediatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Hematologii i
Pediatrii, Oddział Kliniczny
Onkologii i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";7
Pediatria;"POWIATOWE CENTRUM ZDROWIA SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W
RESTRUKTURYZACJI";Oddział Pediatryczny;ul. Batorego 44 05-400 Otwock;0
Pediatria;"POWIATOWE CENTRUM MEDYCZNE W GRÓJCU SPÓŁKA
Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Pediatryczny;"ul. Księdza Piotra skargi 10 05-600
Grójec";2
Pediatria metaboliczna;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Pediatrii, Żywienia i
Chorób Metabolicznych";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";6
Pediatria metaboliczna;Instytut Matki i Dziecka;"Klinika Wrodzonych Wad
Metabolizmu i Pediatrii z
Oddziałem Wrodzonych Wad
Metabolizmu";"ul. Marcina Kasprzaka 17A 01-211
Warszawa";2
Perinatologia;Instytut Matki i Dziecka;Klinika Położnictwa i Ginekologii;"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
Perinatologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Ginekologiczno-Położniczy im. Prof. Romualda
Dębskiego, II Klinika Położnictwa i
Ginekologii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
Perinatologia;Szpital Kliniczny im. ks. Anny Mazowieckiej;"II Katedra i Klinika Położnictwa i
Ginekologii";ul. Karowa 2 00-315 Warszawa;1
Perinatologia;"Uniwersyteckie Centrum Zdrowia Kobiety i Noworodka
Warszawskiego Uniwersytetu Medycznego Sp. z o.o.";"I Katedra i Klinika Położnictwa i
Ginekologii, Oddział Patologii
Ciąży";"ul. Plac Sokratesa Starynkiewicza 1/3
02-015 Warszawa";2
Perinatologia;"CENTRUM MEDYCZNE ""ŻELAZNA"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ.";"Szpital Specjalistyczny św. Zofii w
Warszawie, Przychodnia
Specjalistyczna św. Zofii w
Warszawie";ul. Żelazna 90 01-004 Warszawa;0
Perinatologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Dziecięcy Szpital Kliniczny im.
Józefa Polikarpa Brudzińskiego w
Warszawie, Oddział Kliniczny
Położnictwa, Perinatologii i
Ginekologii; Poradnia
Ginekologiczno-Położnicza";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Periodontologia;"""CENTRUM MEDYCZNE WARSZAWSKIEGO
UNIWERSYTETU MEDYCZNEGO"" SPÓŁKA Z GRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"Oddział Stomatologii, Poradnia
Stomatologiczna";ul. Emilii Plater 21 00-688 Warszawa;0
Periodontologia;"""CENTRUM MEDYCZNE WARSZAWSKIEGO
UNIWERSYTETU MEDYCZNEGO"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Uniwersyteckie Centrum
Stomatologii, Zakład Chorób
Błony Śluzowej i Przyzębia";"ul. Stanisława Binieckiego 6 02-097
Warszawa";0
Periodontologia;"Mazowieckie Centrum Stomatologii Spółka z ograniczoną
odpowiedzialnością";"Poradnia Chirurgii
Stomatologicznej i Periodontologii";ul. Nowy Zjazd 1 00-301 Warszawa;0
"Położnictwo i
ginekologia";Instytut Matki i Dziecka;Klinika Położnictwa i Ginekologii;"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
"Położnictwo i
ginekologia";Szpital Kliniczny im. ks. Anny Mazowieckiej;"II Katedra i Klinika Położnictwa i
Ginekologii";ul. Karowa 2 00-315 Warszawa;5
"Położnictwo i
ginekologia";Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Położniczo-Ginekologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;3
"Położnictwo i
ginekologia";"Samodzielny Publiczny Zespół Opieki Zdrowotnej w
Mińsku Mazowieckim";Oddział Ginekologiczno-Położniczy;"ul. Szpitalna 37 05-300 Mińsk
Mazowiecki";0
"Położnictwo i
ginekologia";"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Przasnyszu";Oddział Położniczo-Ginekologiczny;ul. Sadowa 9 06-300 Przasnysz;1
"Położnictwo i
ginekologia";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Garwolinie";Oddział Ginekologiczno-Położniczy;ul. Lubelska 50 08-400 Garwolin;0
"Położnictwo i
ginekologia";ARION Med Sp. z o.o.;"Szpital w Gorzewie, Oddział
Ginekologiczno-Położniczy";"ul. Kruk 5 09-500 Gorzewo
(Gostynin)";2
"Położnictwo i
ginekologia";"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Położniczo-Ginekologiczny";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";0
"Położnictwo i
ginekologia";Samodzialny Publiczny Zakład Opieki Zdrowotnej;"Oddział Ginekologiczno-Położniczy z Pododdziałem
Patologii Ciąży";ul. Starowiejska 15 08-110 Siedlce;1
"Położnictwo i
ginekologia";"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Kliniczny oddział ginekologiczno -położniczy;"ul. Juliana Aleksandrowicza 5 26-617
Radom";4
"Położnictwo i
ginekologia";"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Oddział Ginekologiczno-Położniczy;"ul. Adolfa Tochtermana 1 26-610
Radom";5
"Położnictwo i
ginekologia";"SZPITAL BIELAŃSKI IM.KS. JERZEGO POPIEŁUSZKI
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ";"Oddział Ginekologii, Oddział
Patologii Ciąży, Oddział Położniczy
(rooming in), II Klinika
Położnictwa i Ginekologii CMKP";ul. Inflancka 6 00-189 Warszawa;0
"Położnictwo i
ginekologia";"Zespół Opieki Zdrowotnej ""Szpitala Powiatowego"" w
Sochaczewie";Oddział Ginekologiczno-Położniczy;ul. Batalionów Chłopskich 3/7 96-500 Sochaczew;1
"Położnictwo i
ginekologia";Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Ginekologiczno-Położniczy;ul. Bursztynowa 2 04-749 Warszawa;0
"Położnictwo i
ginekologia";"WARSZAWSKI SZPITAL POŁUDNIOWY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Ginekologii i Położnictwa,
Poradnia Ginekologiczno-Położnicza";"ul. rtm. Witolda Pileckiego 99 02-781
Warszawa";0
"Położnictwo i
ginekologia";"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Ginekologii i Położnictwa
z Pododdziałem Ginekologii
Onkologicznej";"ul. Aleja Solidarności 67 03-401
Warszawa";0
"Położnictwo i
ginekologia";"Uniwersyteckie Centrum Zdrowia Kobiety i Noworodka
Warszawskiego Uniwersytetu Medycznego Sp. z o.o.";"Oddział Położniczy z Traktem
Porodowym i Oddział Ginekologii
Septycznej";"ul. Plac Sokratesa Starynkiewicza 1/3
02-015 Warszawa";5
"Położnictwo i
ginekologia";"Szpital Specjalistyczny im. Świętej Rodziny Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Położnictwa;"ul. Antoniego Józefa Madalińskiego
25 02-544 Warszawa";0
"Położnictwo i
ginekologia";"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Wyszkowie";Oddział Ginekologiczno-Położniczy;ul. Komisji Edukacji Narodowej 1 07-200 Wyszków;0
"Położnictwo i
ginekologia";"CENTRUM MEDYCZNE ""ŻELAZNA"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ.";"Szpital Specjalistyczny św. Zofii w
Warszawie, Przychodnia
Specjalistyczna św. Zofii w
Warszawie";ul. Żelazna 90 01-004 Warszawa;0
"Położnictwo i
ginekologia";Szpital Matki Bożej Nieustającej Pomocy w Wołominie;"Oddział Ginekologiczno-Położniczy Klinika Ginekologii i
Położnictwa Uczelni Łazarskiego,
Poradnia ginekologiczno-położnicza";ul. Gdyńska 1/3 05-200 Wołomin;1
"Położnictwo i
ginekologia";"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Kozienicach";Oddział Ginekologiczno-Położniczy;"ul. Aleja Władysława Sikorskiego 10
26-900 Kozienice";1
"Położnictwo i
ginekologia";"SZPITAL POWIATOWY GAJDA-MED SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Położniczo-Ginekologiczny;"ul. Teofila Kwiatkowskiego 19 06-102
Pułtusk";1
"Położnictwo i
ginekologia";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Dziecięcy Szpital Kliniczny im.
Józefa Polikarpa Brudzińskiego w
Warszawie, Oddział Kliniczny
Położnictwa, Perinatologii i
Ginekologii; Poradnia
Ginekologiczno-Położnicza";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
"Położnictwo i
ginekologia";"Samodzielny Publiczny zespół Zakładów Opieki
Zdrowotnej w Ostrowi Mazowieckiej";"Oddział ginekologiczno-położniczy, Poradnia
ginekologiczno-położnicza";"ul. Stanisława Duboisa 68 07-300
OSTRÓW MAZOWIECKA";0
"Położnictwo i
ginekologia";"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Ginekologiczno-Położniczy im. Prof. Romualda
Dębskiego, II Klinika Położnictwa i
Ginekologii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
"Położnictwo i
ginekologia";Szpital Kliniczny im. ks. Anny Mazowieckiej;"Klinika Endokrynologii
Ginekologicznej";ul. Karowa 2 00-315 Warszawa;1
"Położnictwo i
ginekologia";"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Ginekologii i
Położnictwa, Katedra i Klinika
Położnictwa, Chorób Kobiecych i
Ginekologii Onkologicznej
Wydziału Lekarskiego WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";0
"Położnictwo i
ginekologia";"POWIATOWE CENTRUM ZDROWIA SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W
RESTRUKTURYZACJI";"Oddział Ginekologiczno-Położniczy, Poradnia
Ginekologiczno-Położnicza";"ul. Stefana Batorego 44 05-400
Otwock";0
"Położnictwo i
ginekologia";"""EMC PIASECZNO"" SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"NIEPUBLICZNY ZAKŁAD OPIEKI
ZDROWOTNEJ SZPITAL ŚW. ANNY
W PIASECZNIE Oddział Położniczo-Ginekologiczny, Poradnia
położniczo-ginekologiczna";ul. Mickiewicza 39 05-500 Piaseczno;0
"Położnictwo i
ginekologia";"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";"Oddział Położniczo-Ginekologiczny, Poradnia
Ginekologiczno-Położnicza";"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";3
"Położnictwo i
ginekologia";"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej im. Marszałka Józefa Piłsudskiego w Płońsku";"Oddział położniczo-ginekologiczny, Poradnia
położniczo-ginekologiczna";"ul. Henryka Sienkiewicza 7 09-100
Płońsk";1
"Położnictwo i
ginekologia";"SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI
ZDROWOTNEJ W PRUSZKOWIE";"Oddział Położniczo-Ginekologiczny, Poradnia
ginekologiczno – położnicza, (ul.
Michała Drzymały 19/21, 05-800
Pruszków)";"ul. Armii Krajowej 2/4 05-800
Pruszków";0
"Położnictwo i
ginekologia";Wojewódzki Szpital Zespolony w Płocku;"Oddział Ginekologiczo-Położniczy i
Poradnia Ginekologiczno-Położnicza";ul. Medyczna 19 09-400 Płock;1
"Położnictwo i
ginekologia";Płocki Zakład Opieki Zdrowotnej Sp. z o.o.;"Szpital Świętej Trójcy Oddział
Ginekologiczno-Położniczy";"ul. Tadeusza Kościuszki 28 09-402
Płock";3
"Położnictwo i
ginekologia";"POWIATOWE CENTRUM MEDYCZNE W GRÓJCU SPÓŁKA
Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Ginekologiczno-Położniczy, Poradnia
Ginekologiczno-Położnicza";"ul. Księdza Piotra Skargi 10 05-600
Grójec";1
"Protetyka
stomatologiczna";"""CENTRUM MEDYCZNE WARSZAWSKIEGO
UNIWERSYTETU MEDYCZNEGO"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"UCS, Zakład Protetyki
Stomatologicznej";"ul. Stanisława Binieckiego 6 02-097
Warszawa";1
"Protetyka
stomatologiczna";KLINIKA STOMATOLOGICZNA IMARI IRMINA HEZNER -SUŁKOWSKA SPÓŁKA JAWNA;"IMARI Przychodnia
Stomatologiczna, Poradnia
protetyki stomatologicznej dla
dorosłych i poradnia protetyki
stomatologicznej dla dzieci";"ul. Aleja Stanów Zjednoczonych
32/16 04-360 Warszawa";0
"Protetyka
stomatologiczna";"Mazowieckie Centrum Stomatologii Spółka z ograniczoną
odpowiedzialnością";"Poradnia Protetyki
Stomatologicznej";ul. Nowy Zjazd 1 00-301 Warszawa;2
"Protetyka
stomatologiczna";"Centrum Medyczne Warszawskiego Uniwersytetu
Medycznego Sp. z o.o.";"Centrum Medyczne
Warszawskiego Uniwersytetu
Medycznego - Oddział
Stomatologii, Poradnia Protetyki
Stomatologicznej";ul. Emilii Plater 21 00-688 Warszawa;0
"Protetyka
stomatologiczna";"LECZNICA ""GOCŁAW"" Maria Kamela";"Poradnia protetyki
stomatologicznej dla dorosłych";"ul. gen.Augusta Emila Fieldorfa
""Nila"" 5 03-984 Warszawa";0
Psychiatria;"Mazowieckie Specjalistyczne Centrum Zdrowia im. Prof.
Jana Mazurkiewicza w Pruszkowie";"Mazowieckie Specjalistyczne
Centrum Zdrowia im. Prof. Jana
Mazurkiewicza w Pruszkowie";"ul. Partyzantów 2/4 05-802
Pruszków";0
Psychiatria;"SAMODZIELNY WOJEWÓDZKI PUBLICZNY ZESPÓŁ
ZAKŁADÓW PSYCHIATRYCZNEJ OPIEKI ZDROWOTNEJ IM.
DR BARBARY BORZYM W RADOMIU";"Samodzielny Wojewódzki
Publiczny Zespół Zakładów
Psychiatrycznej Opieki
Zdrowotnej im. dr Barbary
Borzym";ul. Krychnowicka 1 26-600 Radom;22
Psychiatria;"PŁOCKI ZAKŁAD OPIEKI ZDROWOTNEJ SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Psychiatryczny;"ul. Tadeusza Kościuszki 28 09-402
Płock";3
Psychiatria;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Centrum Zdrowia Psychicznego, II
Klinika Psychiatryczna Wydziału
Lekarskiego WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";2
Psychiatria;"Samodzielny Wojewódzki Zespół Publicznych Zakładów
Psychiatrycznej Opieki Zdrowotnej w Warszawie";Katedra i Klinika Psychiatryczna;"ul. Nowowiejska 27 00-665
Warszawa";2
Psychiatria;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Psychiatryczny Klinika
Psychiatrii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
Psychiatria;"SZPITAL WOLSKI IM. DR. ANNY GOSTYŃSKIEJ SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Kliniczny Oddział Psychiatryczny;"ul. Marcina Kasprzaka 62 04-769
WARSZAWA";0
Psychiatria;Instytut Psychiatrii i Neurologii;"I Klinika Psychiatryczna, II Klinika
Psychiatryczna, III Klinika
Psychiatryczna";"ul. Jana III Sobieskiego 9 02-957
Warszawa";0
Psychiatria;Samodzielny Publiczny Zakład Opieki Zdrowotnej;Oddział Psychiatryczny;ul. Starowiejska 15 08-110 Siedlce;0
Psychiatria;"Wojewódzki Samodzielny Zespół Publicznych Zakładów
Opieki Zdrowotnej im. prof. Eugeniusza Wilczkowskiego
w Gostyninie";Oddział Psychiatryczny V;ul. Zalesie 1 09-500 Gostynin;1
